Subject,Predicate,Fuzzy,Object
我希望无人机能够在海面上飞行，并搭载气象传感器,RelatedTo,0.09,我希望无人机能够在复杂地形中飞行
我希望无人机能够在海面上飞行，并搭载气象传感器,RelatedTo,0.22,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.96,我希望无人机能够搭载专业摄像设备
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.39,我希望无人机能够在海洋环境中飞行
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.07,我需要无人机具备防水功能
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.14,我希望无人机能够支持实时监控
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.13,我希望无人机具备长时间巡航能力
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.44,我需要无人机能够检测环境污染
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.98,我希望无人机能够进行夜间飞行
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.83,我需要无人机具备障碍物避让功能
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.05,我希望无人机能够在复杂地形中飞行
我需要无人机能够在港口区域飞行，并具备高清摄像功能,RelatedTo,0.32,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.55,我希望无人机能够搭载专业摄像设备
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.68,我希望无人机能够在海洋环境中飞行
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.18,我需要无人机具备防水功能
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.22,我希望无人机能够支持实时监控
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.76,我希望无人机具备长时间巡航能力
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.44,我需要无人机能够检测环境污染
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.77,我希望无人机能够进行夜间飞行
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.76,我需要无人机具备障碍物避让功能
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.11,我希望无人机能够在复杂地形中飞行
我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能,RelatedTo,0.19,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.04,我希望无人机能够搭载专业摄像设备
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.43,我希望无人机能够在海洋环境中飞行
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.08,我需要无人机具备防水功能
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.57,我希望无人机能够支持实时监控
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.32,我希望无人机具备长时间巡航能力
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.8,我需要无人机能够检测环境污染
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.93,我希望无人机能够进行夜间飞行
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.41,我需要无人机具备障碍物避让功能
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.14,我希望无人机能够在复杂地形中飞行
我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能,RelatedTo,0.84,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.6,我希望无人机能够搭载专业摄像设备
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.49,我希望无人机能够在海洋环境中飞行
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.34,我需要无人机具备防水功能
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.78,我希望无人机能够支持实时监控
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.05,我希望无人机具备长时间巡航能力
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.66,我需要无人机能够检测环境污染
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.89,我希望无人机能够进行夜间飞行
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.84,我需要无人机具备障碍物避让功能
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.93,我希望无人机能够在复杂地形中飞行
我需要无人机能够在灾区飞行，并具备红外热成像功能,RelatedTo,0.53,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.18,我希望无人机能够搭载专业摄像设备
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.43,我希望无人机能够在海洋环境中飞行
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.91,我需要无人机具备防水功能
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.35,我希望无人机能够支持实时监控
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.29,我希望无人机具备长时间巡航能力
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.69,我需要无人机能够检测环境污染
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.68,我希望无人机能够进行夜间飞行
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.82,我需要无人机具备障碍物避让功能
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.29,我希望无人机能够在复杂地形中飞行
我希望无人机能够在复杂的环境中飞行，并具备空气采样功能,RelatedTo,0.23,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.05,我希望无人机能够搭载专业摄像设备
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.15,我希望无人机能够在海洋环境中飞行
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.96,我需要无人机具备防水功能
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.2,我希望无人机能够支持实时监控
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.13,我希望无人机具备长时间巡航能力
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.42,我需要无人机能够检测环境污染
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.53,我希望无人机能够进行夜间飞行
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.15,我需要无人机具备障碍物避让功能
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.78,我希望无人机能够在复杂地形中飞行
我需要无人机能够在道路上空飞行，并具备交通监测功能,RelatedTo,0.03,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.87,我希望无人机能够搭载专业摄像设备
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.99,我希望无人机能够在海洋环境中飞行
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.32,我需要无人机具备防水功能
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,1,我希望无人机能够支持实时监控
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.38,我希望无人机具备长时间巡航能力
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.58,我需要无人机能够检测环境污染
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.3,我希望无人机能够进行夜间飞行
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.93,我需要无人机具备障碍物避让功能
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.51,我希望无人机能够在复杂地形中飞行
我希望无人机能够在海上飞行，并搭载水下摄像功能,RelatedTo,0.45,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.01,我希望无人机能够搭载专业摄像设备
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.3,我希望无人机能够在海洋环境中飞行
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.06,我需要无人机具备防水功能
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.9,我希望无人机能够支持实时监控
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.07,我希望无人机具备长时间巡航能力
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.55,我需要无人机能够检测环境污染
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.95,我希望无人机能够进行夜间飞行
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.11,我需要无人机具备障碍物避让功能
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.31,我希望无人机能够在复杂地形中飞行
我需要无人机能够在城市区域飞行，并具备高清摄像功能,RelatedTo,0.7,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.08,我希望无人机能够搭载专业摄像设备
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.07,我希望无人机能够在海洋环境中飞行
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.7,我需要无人机具备防水功能
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.94,我希望无人机能够支持实时监控
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.15,我希望无人机具备长时间巡航能力
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.23,我需要无人机能够检测环境污染
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.77,我希望无人机能够进行夜间飞行
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.03,我需要无人机具备障碍物避让功能
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.59,我希望无人机能够在复杂地形中飞行
我希望无人机能够进行植物生长监测，并搭载多光谱传感器,RelatedTo,0.75,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.79,我希望无人机能够搭载专业摄像设备
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.94,我希望无人机能够在海洋环境中飞行
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.17,我需要无人机具备防水功能
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.93,我希望无人机能够支持实时监控
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.82,我希望无人机具备长时间巡航能力
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.21,我需要无人机能够检测环境污染
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.03,我希望无人机能够进行夜间飞行
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.41,我需要无人机具备障碍物避让功能
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.67,我希望无人机能够在复杂地形中飞行
我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能,RelatedTo,0.02,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.08,我希望无人机能够搭载专业摄像设备
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.67,我希望无人机能够在海洋环境中飞行
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.25,我需要无人机具备防水功能
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.42,我希望无人机能够支持实时监控
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.01,我希望无人机具备长时间巡航能力
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.7,我需要无人机能够检测环境污染
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.1,我希望无人机能够进行夜间飞行
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.51,我需要无人机具备障碍物避让功能
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.41,我希望无人机能够在复杂地形中飞行
我需要无人机能够在港口区域飞行，并具备船舶识别功能,RelatedTo,0.22,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.41,我希望无人机能够搭载专业摄像设备
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.45,我希望无人机能够在海洋环境中飞行
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.45,我需要无人机具备防水功能
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.73,我希望无人机能够支持实时监控
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.4,我希望无人机具备长时间巡航能力
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.3,我需要无人机能够检测环境污染
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.21,我希望无人机能够进行夜间飞行
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.03,我需要无人机具备障碍物避让功能
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.53,我希望无人机能够在复杂地形中飞行
我希望无人机能够在污染源周围飞行，并搭载空气采样器,RelatedTo,0.39,我需要无人机能够在恶劣气候条件下运行
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.75,我希望无人机能够搭载专业摄像设备
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.32,我希望无人机能够在海洋环境中飞行
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.19,我需要无人机具备防水功能
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.9,我希望无人机能够支持实时监控
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.14,我希望无人机具备长时间巡航能力
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.66,我需要无人机能够检测环境污染
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.25,我希望无人机能够进行夜间飞行
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.13,我需要无人机具备障碍物避让功能
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.53,我希望无人机能够在复杂地形中飞行
我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能,RelatedTo,0.02,我需要无人机能够在恶劣气候条件下运行
我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像功能,RelatedTo,0,我希望无人机能够进行建筑物测量，并搭载激光扫描仪
我需要无人机具备较大的载荷能力,RelatedTo,0.73,我希望无人机能够搭载喷洒设备，具备足够的载荷能力
我需要无人机具备较大的载荷能力,RelatedTo,0.15,我希望无人机能够搭载灭火设备和救生器材，具备足够的载荷能力
我需要无人机具备较大的载荷能力,RelatedTo,0.1,我希望无人机能够搭载灌溉设备和传感器，具备足够的载荷能力
我需要无人机具备足够的载荷能力,RelatedTo,0.64,我希望无人机能够搭载救生设备和物资，具备较大的载荷能力
我需要无人机能够搭载建筑材料和工具，具备足够的载荷能力,RelatedTo,0.03,我希望无人机能够搭载专业摄影设备，具备足够的载荷能力
我需要无人机能够搭载地质勘探设备，具备足够的载荷能力,RelatedTo,0.72,我希望无人机能够搭载海洋观测设备和探测器，具备较大的载荷能力
我需要无人机能够搭载电力设备和工具，具备足够的载荷能力,RelatedTo,0.24,我希望无人机能够搭载环境监测设备，具备足够的载荷能力
我需要无人机能够搭载农业传感器和采样设备，具备较大的载荷能力,RelatedTo,0.09,我希望无人机能够搭载采矿设备和工具，具备足够的载荷能力
我需要无人机能够搭载地震勘测设备和传感器，具备足够的载荷能力,RelatedTo,0.27,我希望无人机能够搭载海洋生物采样设备和海洋底质采集器，具备较大的载荷能力
我需要无人机能够自主导航并根据预设的区域进行海洋生物的观测和研究工作。,RelatedTo,0.99,我需要无人机能够自主导航并根据预设的区域进行海洋生物的观测和研究工作。
我希望无人机能够自主导航并根据预设的巡逻路径进行城市安全监控和犯罪预防。,RelatedTo,0.36,我希望无人机能够自主导航并根据预设的巡逻路径进行城市安全监控和犯罪预防。
我需要无人机能够根据预设的农田边界和灌溉需求自主飞行,RelatedTo,0.63,我需要无人机能够根据预设的农田边界和灌溉需求自主飞行
我希望无人机能够自主导航并根据事故区域进行搜索和救援任务,RelatedTo,0.74,我希望无人机能够自主导航并根据事故区域进行搜索和救援任务
我需要无人机能够自主导航并根据预设的路况信息进行交通监测和拥堵疏导工作。,RelatedTo,0.01,我需要无人机能够自主导航并根据预设的路况信息进行交通监测和拥堵疏导工作。
我希望无人机能够自主导航并按照预设的巡检路线飞行,RelatedTo,0.29,我希望无人机能够自主导航并按照预设的巡检路线飞行
我需要无人机能够自主导航并根据预设的区域进行空气质量和污染物监测,RelatedTo,0.94,我需要无人机能够自主导航并根据预设的区域进行空气质量和污染物监测
我希望无人机能够自主导航并根据预设的路径进行航拍和摄影,RelatedTo,0.77,我希望无人机能够自主导航并根据预设的路径进行航拍和摄影
我需要无人机能够自主导航并根据预设的区域进行水质监测和水资源调查,RelatedTo,0.98,我需要无人机能够自主导航并根据预设的区域进行水质监测和水资源调查
我希望无人机能够自主导航并根据预设的航线进行海上巡逻和海事监管工作。,RelatedTo,0.22,我希望无人机能够自主导航并根据预设的航线进行海上巡逻和海事监管工作。
我需要无人机能够自主导航并根据预设的区域进行野生动植物保护和栖息地监测工作。,RelatedTo,0.12,我需要无人机能够自主导航并根据预设的区域进行野生动植物保护和栖息地监测工作。
我希望无人机能够自主导航并根据预设的农田边界进行作物生长监测和病虫害防治工作。,RelatedTo,0.22,我希望无人机能够自主导航并根据预设的农田边界进行作物生长监测和病虫害防治工作。
我需要无人机能够自主导航并根据预设的区域进行地质灾害监测和预警工作。,RelatedTo,0.36,我需要无人机能够自主导航并根据预设的区域进行地质灾害监测和预警工作。
我希望无人机能够自主导航并根据预设的航线进行海洋气象观测和天气预报工作。,RelatedTo,0.01,我希望无人机能够自主导航并根据预设的航线进行海洋气象观测和天气预报工作。
我需要无人机能够自主导航并根据预设的巡检路线进行航空器的检修和维护工作。,RelatedTo,0.51,我需要无人机能够自主导航并根据预设的巡检路线进行航空器的检修和维护工作。
我希望无人机能够自主导航并根据预设的区域进行野生动物保护和监测工作。,RelatedTo,0.08,我希望无人机能够自主导航并根据预设的区域进行野生动物保护和监测工作。
我需要无人机能够自主导航并根据预设的区域进行城市发展和用地规划的空中勘测和测量工作。,RelatedTo,0.65,我需要无人机能够自主导航并根据预设的区域进行城市发展和用地规划的空中勘测和测量工作。
我希望无人机能够自主导航并根据事故场景进行救援和灾害评估工作。,RelatedTo,0.35,我希望无人机能够自主导航并根据事故场景进行救援和灾害评估工作。
以便拍摄出清晰、震撼的航拍照片和视频,Specifies,0.94,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
便在火灾现场进行空中侦查和监测火势的蔓延情况。,Specifies,0.02,我希望无人机具备快速起飞和灵活机动的能力
便进行精确的植保喷洒工作，帮助防治农田病虫害。,Specifies,0.98,我希望无人机能够高空飞行
帮助检测电线杆的损坏和缺陷，并及时进行维修。,Specifies,0.89,我需要无人机能够在复杂的电力线路中飞行
便实时监测交通拥堵情况，并及时采取交通疏导措施。,Specifies,0.6,我希望无人机能够高空飞行，并具备高清摄像功能
便在旅行中拍摄到壮丽的风景照片和视频。,Specifies,0.97,我希望无人机具备长飞行时间和稳定的飞行控制
帮助进行地质勘探和勘察矿藏资源的工作。,Specifies,0.09,我需要无人机具备高精度定位和悬停能力
便进行搜救行动，并及时发现被困人员的位置。,Specifies,0.61,我希望无人机能够在恶劣环境下飞行
帮助检测建筑物外墙的损坏和结构安全性。,Specifies,0.12,我需要无人机具备高空飞行和高分辨率摄像功能
便绘制出准确的地形地貌图和测量数据。,Specifies,0.68,我希望无人机能够进行精确的测量和制图工作
帮助监测并预警地震、洪水等自然灾害的发生。,Specifies,0.34,我需要无人机能够快速起飞和高空巡航
便实时报道重大新闻事件和现场情况。,Specifies,0.73,我希望无人机能够高空飞行，并搭载实时直播摄像功能
帮助进行地质构造的勘探和研究工作。,Specifies,0.03,我需要无人机具备远程控制和自主飞行能力
便收集和分析环境污染物的数据。,Specifies,0.67,我希望无人机能够高空飞行并具备空气采样功能
帮助检测农田的作物生长情况和病虫害情况。,Specifies,0.31,我需要无人机能够低空飞行并具备热成像摄像功能
帮助调查海洋生态系统和海底地貌。,Specifies,0.74,我希望无人机能够在海面上飞行，并具备水下摄像功能
帮助收集和分析气象数据，提供准确的天气预报信息。,Specifies,0.27,我需要无人机能够高空飞行并具备气象传感器
帮助生成精确的城市地理信息和规划模型。,Specifies,0.65,我希望无人机能够高空飞行并具备三维建模功能
便在海面上进行搜索和救援行动，并快速定位被困人员的位置。,Specifies,0.75,我需要无人机具备远程控制和自主飞行能力
帮助监测森林火灾的风险和蔓延情况。,Specifies,0.92,我希望无人机能够飞越茂密的树冠，并具备红外线摄像功能
便进行飞行器的性能测试和飞行控制系统的优化。,Specifies,0.68,我需要无人机具备高度保持和稳定飞行的能力
帮助观测和研究海洋生物。,Specifies,0.74,我希望无人机能够在海洋上空飞行，并具备高清摄像和声纳探测功能
便收集污染物的样本进行分析。,Specifies,0.21,我需要无人机能够在污染区域飞行，并搭载空气采样器
辅助规划设计工作。,Specifies,0.73,我需要无人机能够进行空中摄影测量，并生成城市地貌和建筑物的高精度三维模型
提高安全监控的效果和范围。,Specifies,0.98,我希望无人机能够巡航并监控重要场所，具备夜视摄像功能
帮助实施精准农业管理。,Specifies,0.33,我需要无人机能够低空飞行，并具备作物识别和成长监测功能
帮助检测电力设备的异常和隐患。,Specifies,0.99,我希望无人机能够飞越高压输电线路，并搭载红外热成像仪
帮助监测和应对海上油污事件。,Specifies,0.21,我需要无人机能够在海上飞行，并具备油污检测功能
帮助研究和预测风暴的发展和路径。,Specifies,0.22,我希望无人机能够在风暴中飞行，并搭载风速测量仪器
加强对海上安全的监控和巡逻。,Specifies,0.96,我需要无人机能够在海面上飞行，并具备船舶识别和监测功能
帮助快速评估地震损害情况。,Specifies,0.42,我希望无人机能够在地震灾区飞行，并具备地震监测传感器
帮助及早发现和控制森林火灾。,Specifies,0.68,我需要无人机能够飞越茂密的森林，并具备火点探测功能
辅助城市巡逻和犯罪侦查工作。,Specifies,0.69,我希望无人机能够在城市中飞行，并具备高清摄像功能
帮助监测和管理渔业资源。,Specifies,0.6,我需要无人机能够在海面上飞行，并搭载鱼群探测仪器
辅助环境保护工作。,Specifies,0.81,我希望无人机能够在污染区域飞行，并具备空气采样和污染源定位功能
帮助监测和保护野生动物。,Specifies,0.07,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像仪
便进行农作物的生长状况和营养需求分析。,Specifies,0.17,我希望无人机能够进行农田植被测量，并搭载多光谱传感器
帮助监测水体质量和水生态系统的健康状况。,Specifies,0.24,我需要无人机能够在水域上飞行，并具备水质监测仪器
帮助监测生态系统的变化和演化。,Specifies,0.11,我需要无人机能够在复杂的自然环境中飞行，并具备多光谱成像功能
帮助研究和管理海洋渔业资源。,Specifies,0.41,我希望无人机能够在海上飞行，并搭载渔群探测仪器
帮助监测和预警洪水灾害。,Specifies,0.04,我需要无人机能够在洪水区域飞行，并具备红外热成像功能
帮助勘探和研究地下资源。,Specifies,0.85,我希望无人机能够在复杂地形中飞行，并搭载地质雷达
帮助评估道路拥堵和优化交通规划。,Specifies,0.88,我需要无人机能够在城市道路上飞行，并具备交通流量监测功能
帮助及早控制森林火灾。,Specifies,0.74,我希望无人机能够在森林中飞行，并具备火点探测功能和高压水枪
帮助生成精确的建筑物模型和测量数据。,Specifies,0.36,我需要无人机能够进行建筑物测量，并搭载激光测距仪
帮助生成精确的建筑物模型和测量数据。,Specifies,0.89,我希望无人机能够进行建筑物测量，并搭载激光扫描仪
帮助预警和救援工作。,Specifies,0.98,我希望无人机能够在灾害区域飞行，并具备地质雷达和热成像摄像功能
帮助监测和保护海洋生态系统的健康状况。,Specifies,0.51,我需要无人机能够在海上飞行，并搭载水下摄像功能
帮助设计和评估城市景观项目。,Specifies,0.02,我希望无人机能够进行空中摄影测量，并搭载高分辨率摄像功能
帮助监测和评估环境污染的程度。,Specifies,0.7,我需要无人机能够在污染源周围飞行，并搭载气体传感器
帮助生成精确的地图和地理数据。,Specifies,0.83,我希望无人机能够进行地形测量，并搭载全球定位系统
帮助评估农作物的损失和赔偿。,Specifies,0.14,我需要无人机能够低空飞行，并具备高分辨率摄像功能
帮助收集海洋气象数据和预测海洋天气变化。,Specifies,0.27,我希望无人机能够在海面上飞行，并搭载气象传感器
帮助监控港口安全和识别可疑活动。,Specifies,0.75,我需要无人机能够在港口区域飞行，并具备高清摄像功能
帮助检测电力设备的故障和热点。,Specifies,0.15,我希望无人机能够飞越高压输电线路，并搭载红外热成像仪
帮助监测和保护野生动物种群。,Specifies,0.29,我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能
帮助生成详细的城市地图和规划模型。,Specifies,0.08,我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能
帮助搜索和救援被困人员。,Specifies,0.95,我需要无人机能够在灾区飞行，并具备红外热成像功能
帮助收集和分析环境中的气体和颗粒物。,Specifies,0.89,我希望无人机能够在复杂的环境中飞行，并具备空气采样功能
帮助监测交通流量和优化交通信号控制。,Specifies,0.48,我需要无人机能够在道路上空飞行，并具备交通监测功能
帮助观测和研究海洋生物及其栖息地。,Specifies,0.85,我希望无人机能够在海上飞行，并搭载水下摄像功能
辅助城市安全监控和事件应对。,Specifies,0.69,我需要无人机能够在城市区域飞行，并具备高清摄像功能
帮助实施精准农业和合理施肥。,Specifies,0.59,我希望无人机能够进行植物生长监测，并搭载多光谱传感器
帮助检测电力设备的异常和故障。,Specifies,0.52,我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能
帮助检测电力设备的异常和故障。,Specifies,0.25,我需要无人机能够搭载红外热成像仪和电力检测设备，具备较大的载荷能力
帮助收集海洋气象数据和研究气候变化。,Specifies,0.52,我希望无人机能够在海面上飞行，并搭载气象传感器
帮助监控船舶交通和维护港口安全。,Specifies,0.72,我需要无人机能够在港口区域飞行，并具备船舶识别功能
帮助监控船舶交通和维护港口安全。,Specifies,0.31,我希望能够远程遥控无人机的飞行和船舶监测功能
帮助监测和评估环境污染的程度和来源。,Specifies,0.93,我希望无人机能够在污染源周围飞行，并搭载空气采样器
帮助监测和保护水体的质量和生态系统。,Specifies,0.15,我需要无人机能够在水域上飞行，并具备水质监测仪器
拍摄出精美的航拍照片和视频。,Specifies,0.05,我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能
拍摄出精美的航拍照片和视频。,Specifies,0.03,我需要能够远程遥控无人机的飞行和摄影功能
帮助监测和保护野生动物物种。,Specifies,0.35,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像功能
便快速、高效地运送重量较大的物品和货物。,Specifies,0.31,我需要无人机具备较大的载荷能力
便进行农田的精准喷洒农药和肥料。,Specifies,0.03,我希望无人机能够搭载喷洒设备，具备足够的载荷能力
